 Title Location eBaySite StartDateTime EndDateTime Category ListingType ItemCondition ListingSold ShippingLocations ShippingCost EndingPrice Currency
8 "Kirbys Ghost Trap ~ NR MINT ~ Super Nintendo SNES Game Collectors NES N64" "Leicester,United Kingdom" EBAY-GB 2016-04-07T18:52:01.000Z 2016-04-17T18:52:01.000Z Games Auction 4000 EndedWithSales AU 3.5 42.0 GBP
9 "Nintendo KIRBY Fun Cute RARE 1"" Promo METAL PIN BADGE Pins NES Gamescom NDS DS" "Wadebridge,United Kingdom" EBAY-GB 2016-03-18T17:20:34.000Z 2016-04-17T17:20:34.000Z "Gaming Merchandise" StoreInventory 1000 EndedWithoutSales Worldwide 0.0 8.0 GBP
10 "Kirby's Adventure - Nintendo NES Game Boxed + Sleeve Pal UK Version" "Birmingham,United Kingdom" EBAY-GB 2016-04-10T16:30:11.000Z 2016-04-17T16:30:11.000Z Games Auction 5000 EndedWithSales GB 3.3 26.0 GBP
11 "KIRBY'S ADVENTURE - Nintendo Entertainment System (NES) Video Game (Rare)" "Newton Aycliffe,United Kingdom" EBAY-GB 2016-04-11T07:57:32.000Z 2016-04-17T09:09:14.000Z Games FixedPrice 4000 EndedWithSales GB 1.26 18.5 GBP
12 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-04-12T04:36:31.000Z 2016-04-17T04:36:31.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 7.25 GBP
13 "NES Kirby´s Adventure" Finland EBAY-GB 2016-04-12T20:00:41.000Z 2016-04-15T20:00:41.000Z Games Auction 5000 EndedWithSales Worldwide 2.0 13.5 GBP
14 "Kirbys Ghost Trap~ VGC ~ Super Nintendo SNES Game Collectors NES N64" "Leicester,United Kingdom" EBAY-GB 2016-04-09T19:16:09.000Z 2016-04-14T19:16:09.000Z Games Auction 4000 EndedWithSales AU 3.5 34.0 GBP
15 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-04-08T04:56:20.000Z 2016-04-13T04:56:20.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 8.37 GBP
16 "Futurist Performance (PAJ Books) Kirby, Michael/ Kirby, Victoria Nes" "United Kingdom" EBAY-GB 2016-03-13T14:17:12.000Z 2016-04-12T14:17:12.000Z "Adult Learning & University" FixedPrice 1000 EndedWithoutSales Worldwide 2.8 18.56 GBP
17 "NES 150 IN 1 MULTI CART GAME MEGAMAN SUPER MARIO CASTLEVANIA TURTLES KIRBY" "Teddington,United Kingdom" EBAY-GB 2016-04-11T12:16:56.000Z 2016-04-11T18:56:53.000Z Games FixedPrice 1000 EndedWithSales GB 0.0 22.99 GBP
18 "NES 150 IN 1 MULTI CART GAME MEGAMAN SUPER MARIO CASTLEVANIA TURTLES KIRBY &More" "Teddington,United Kingdom" EBAY-GB 2016-04-11T11:34:58.000Z 2016-04-11T12:05:44.000Z Games FixedPrice 1000 EndedWithSales GB 0.0 22.99 GBP
19 "NES 150 IN 1 MULTI CART GAME MEGAMAN SUPER MARIO CASTLEVANIA TURTLES KIRBY +MORE" "Teddington,United Kingdom" EBAY-GB 2016-04-10T17:14:30.000Z 2016-04-11T11:31:30.000Z Games FixedPrice 1000 EndedWithSales GB 0.0 22.99 GBP
20 "NES 150 IN 1 MULTI CART GAME MEGAMAN SUPER MARIO CASTLEVANIA TURTLES KIRBY" "Teddington,United Kingdom" EBAY-GB 2016-04-09T21:32:12.000Z 2016-04-10T16:21:08.000Z Games FixedPrice 1000 EndedWithSales GB 0.0 22.99 GBP
21 "Shy Guy Custom Vinyl sticker 3DS Wii Nintendo NES SNES N64 Mario Kirby Toad " USA EBAY-US 2016-03-11T14:04:00.000Z 2016-04-10T14:04:00.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.09 GBP
22 "Shy Guy Custom Vinyl sticker 3DS Wii Nintendo NES SNES N64 Mario Kirby Toad " USA EBAY-US 2016-03-11T14:04:00.000Z 2016-04-10T14:04:00.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.09 GBP
23 "Shy Guy Custom Vinyl sticker 3DS Wii Nintendo NES SNES N64 Mario Kirby Toad " USA EBAY-US 2016-03-11T14:04:00.000Z 2016-04-10T14:04:00.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.44 GBP
24 "Shy Guy Custom Vinyl sticker 3DS Wii Nintendo NES SNES N64 Mario Kirby Toad " USA EBAY-US 2016-03-11T14:04:00.000Z 2016-04-10T14:04:00.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.79 GBP
25 "NINTENDO NES KIRBY,S - PAL B" "Bosnia and Herzegovina" EBAY-GB 2016-04-03T13:40:22.000Z 2016-04-10T13:40:22.000Z Games StoreInventory 4000 EndedWithoutSales Worldwide 3.5 27.0 GBP
26 "NES 150 IN 1 MULTI CART GAME MEGAMAN SUPER MARIO CASTLEVANIA TURTLES KIRBY +MORE" "Teddington,United Kingdom" EBAY-GB 2016-04-09T09:04:52.000Z 2016-04-09T21:22:43.000Z Games FixedPrice 1000 EndedWithSales GB 0.0 22.99 GBP
27 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-04-08T13:04:01.000Z 2016-04-09T16:41:05.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.09 GBP
28 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-04-08T13:04:01.000Z 2016-04-09T16:41:05.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.43 GBP
29 "NES 150 IN 1 MULTI CART GAME MEGAMAN SUPER MARIO CASTLEVANIA TURTLES KIRBY" "Teddington,United Kingdom" EBAY-GB 2016-04-06T18:47:31.000Z 2016-04-08T14:08:26.000Z Games FixedPrice 1000 EndedWithSales GB 0.0 22.99 GBP
30 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-03-09T12:51:57.000Z 2016-04-08T12:51:57.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithSales US 7.87 2.09 GBP
31 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-03-09T12:51:57.000Z 2016-04-08T12:51:57.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.09 GBP
32 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-03-09T12:51:57.000Z 2016-04-08T12:51:57.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithSales US 7.87 2.43 GBP
33 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-03-09T12:51:57.000Z 2016-04-08T12:51:57.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.78 GBP
34 "KIRBY Custom Vinyl sticker Phone Laptop Car Window 3DS NES SNES Wii U Nintendo" USA EBAY-US 2016-03-09T12:51:57.000Z 2016-04-08T12:51:57.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 3.13 GBP
35 "Vintage Nintendo Super NES SNES Promo Poster PROMOTIONAL 1995 KIRBY SUPER MARIO" "Warrington,United Kingdom" EBAY-GB 2016-04-02T07:56:10.000Z 2016-04-05T23:01:27.000Z "Gaming Merchandise" FixedPrice 5000 EndedWithSales GB 0.0 3.99 GBP
36 "Kirbys Adventure - Nintendo NES Pal Boxed" "Ipswich,United Kingdom" EBAY-GB 2016-04-03T19:29:34.000Z 2016-04-05T18:39:36.000Z Games FixedPrice 6000 EndedWithSales GB 0.0 32.0 GBP
37 "Kirbys adventure nes" "Poole,United Kingdom" EBAY-GB 2016-04-02T13:13:40.000Z 2016-04-05T08:58:49.000Z Games FixedPrice 4000 EndedWithSales GB 1.99 29.99 GBP
38 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-03-31T08:08:01.000Z 2016-04-05T08:08:01.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 7.32 GBP
39 "Kirby's Ghost Trap Super Nintendo Snes Nes" "Deeside,United Kingdom" EBAY-GB 2016-03-28T20:34:48.000Z 2016-04-04T20:34:48.000Z Games Auction 4000 EndedWithSales GB 2.99 9.27 GBP
40 "KIRBY'S ADVENTURE NES Game - PAL - Cleaned & Tested" "Ripon,United Kingdom" EBAY-GB 2016-03-20T18:44:13.000Z 2016-04-01T06:46:25.000Z Games FixedPrice 6000 EndedWithSales GB 2.36 25.0 GBP
41 "Kirbys Adventure refrigerator FRIDGE MAGNET Nintendo NES classic box cover W9" USA EBAY-US 2013-08-21T23:43:30.000Z 2016-03-31T21:13:32.000Z "Refrigerator Magnets" StoreInventory 1000 EndedWithSales US 9.21 3.14 GBP
42 "Kirbys Adventure - Nintendo Game Complete RARE NES" "Birmingham,United Kingdom" EBAY-GB 2016-03-01T17:08:38.000Z 2016-03-31T17:08:38.000Z "Other Video Games & Consoles" FixedPrice 4000 EndedWithoutSales Worldwide 4.0 48.96 GBP
43 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-03-26T03:08:48.000Z 2016-03-31T03:08:48.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 5.4 GBP
44 "Kirbys Dream Course Sealed ~ MINT ~ Super Nintendo SNES Game Collectors NES N64" "Leicester,United Kingdom" EBAY-GB 2016-03-23T21:03:28.000Z 2016-03-30T21:03:28.000Z Games Auction 2750 EndedWithSales AU 3.5 58.0 GBP
45 "NINTENDO NES KIRBY'S ADVENTURE AND SLEEVE" "Torquay,United Kingdom" EBAY-GB 2016-03-28T22:43:49.000Z 2016-03-30T14:58:01.000Z Games FixedPrice 5000 EndedWithSales GB 2.0 28.99 GBP
46 "Nintendo Famicom NES: Hoshi no Kirby: Yume no Izumi no" Japan EBAY-GB 2016-03-29T02:06:15.000Z 2016-03-29T21:41:27.000Z Games FixedPrice 4000 EndedWithSales Worldwide 2.5 3.5 GBP
47 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-03-24T05:23:24.000Z 2016-03-29T05:23:24.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 8.72 GBP
48 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-03-24T04:59:48.000Z 2016-03-29T04:59:48.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 4.53 GBP
49 "KIRBY'S ADVENTURE - Nintendo Entertainment System (NES) Video Game (Rare)" "Ruislip,United Kingdom" EBAY-GB 2016-03-25T19:33:10.000Z 2016-03-28T19:33:10.000Z Games Auction 4000 EndedWithSales Worldwide 1.5 20.0 GBP
50 "NINTENDO NES SUPER GAMES 150 IN 1 MULTI CART MARIO MEGAMAN TURTLES CONTRA KIRBY" "London,United Kingdom" EBAY-GB 2016-02-27T09:28:42.000Z 2016-03-28T09:28:42.000Z Consoles FixedPrice 1000 EndedWithSales US 0.0 31.99 GBP
51 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-03-23T01:19:51.000Z 2016-03-28T01:19:51.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 7.39 GBP
52 "Kirbys Ghost Trap ~ Original Super Nintendo SNES Game Collectors NES N64" "Leicester,United Kingdom" EBAY-GB 2016-03-22T19:57:56.000Z 2016-03-27T19:57:56.000Z Games Auction 5000 EndedWithSales AU 3.5 39.0 GBP
53 "NINTENDO NES RARE NTSC-US GAMES METROID STRIDER KIRBYS ADVENTURE" "Sunderland,United Kingdom" EBAY-GB 2016-03-13T17:26:44.000Z 2016-03-20T17:26:44.000Z Games Auction 6000 EndedWithSales Worldwide 2.5 30.0 GBP
54 "Club Nintendo Kirby Flying Disc  Sealed  New Rare UK Version!" "Plymouth,United Kingdom" EBAY-GB 2016-02-25T14:54:12.000Z 2016-03-18T14:08:44.000Z Controllers FixedPrice 1000 EndedWithSales Worldwide 0.0 19.95 GBP
55 "VINTAGE NES KIRBYS ADVENTURE NES-KR-HOL (NETHERLANDS) - BOXED - NO INSTRUCTIONS" "Huddersfield,United Kingdom" EBAY-GB 2016-03-10T18:02:18.000Z 2016-03-17T18:02:18.000Z Games Auction 4000 EndedWithSales GB 0.0 12.99 GBP
56 "nes kirbys adventure pal" "London,United Kingdom" EBAY-GB 2016-03-10T08:20:53.000Z 2016-03-17T08:20:53.000Z Games Auction 4000 EndedWithSales GB 2.0 15.05 GBP
57 "Nintendo NES controller overlay mario zelda stadium battletoads TNMT metroid etc" Greece EBAY-US 2014-10-23T12:27:16.000Z 2016-03-16T09:43:43.000Z "Other Crafts" FixedPrice 1000 EndedWithoutSales Worldwide 0.0 3.97 GBP
58 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-03-11T04:08:43.000Z 2016-03-16T04:08:43.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 5.23 GBP
59 "Kirbys Dream Course ~ VGC ~ Original Super Nintendo SNES Game Collectors NES N64" "Leicester,United Kingdom" EBAY-GB 2016-03-10T19:32:04.000Z 2016-03-13T19:32:04.000Z Games Auction 4000 EndedWithSales US 3.5 39.25 GBP
60 "Nintendo (NES) Kirby's Adventure - Instruction Manual" "Hull,United Kingdom" EBAY-GB 2016-03-13T12:12:57.000Z 2016-03-13T13:41:10.000Z Games FixedPrice 4000 EndedWithSales GB 0.0 5.99 GBP
61 "Kirbys adventure for Nintendo NES 1992" "Mirfield,United Kingdom" EBAY-GB 2016-03-05T11:22:16.000Z 2016-03-12T11:22:16.000Z Games Auction 5000 EndedWithSales GB 2.5 44.53 GBP
62 "Kirby's Dreamland - Nintendo Entertainment System -  NES - PAL - Used" "Musselburgh,United Kingdom" EBAY-GB 2016-03-03T20:04:49.000Z 2016-03-10T20:04:49.000Z Games Auction 6000 EndedWithSales Worldwide 3.0 25.99 GBP
63 "KIRBYS ADVENTURE NES NINTENDO ENTERTAINMENT SYSTEM " "Penarth,United Kingdom" EBAY-GB 2016-02-29T22:30:13.000Z 2016-03-07T22:30:13.000Z Games Auction 4000 EndedWithSales GB 2.0 19.89 GBP
64 "Kirby's Adventure - Nintendo NES (Boxed)" "London,United Kingdom" EBAY-GB 2016-02-29T19:59:06.000Z 2016-03-07T19:59:06.000Z Games Auction 5000 EndedWithSales GB 3.5 34.0 GBP
65 "Kirby's Adventure NES Nintendo NTSC USA" "Barnsley,United Kingdom" EBAY-GB 2016-02-29T14:45:46.000Z 2016-03-02T20:18:43.000Z Games FixedPrice 5000 EndedWithSales GB 0.0 19.98 GBP
66 "Kirby's Adventure Nes. Boxed. Complete. *RARE*" "Telford,United Kingdom" EBAY-GB 2016-02-24T19:15:59.000Z 2016-03-02T19:15:59.000Z Games Auction 4000 EndedWithSales GB 3.0 34.0 GBP
67 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-02-24T06:19:30.000Z 2016-02-29T06:19:30.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 4.88 GBP
68 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-02-24T01:44:15.000Z 2016-02-29T01:44:15.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 8.02 GBP
69 "Kirbys Adventure Nes" "Southsea,United Kingdom" EBAY-GB 2016-02-18T23:54:16.000Z 2016-02-25T23:54:16.000Z Games Auction 5000 EndedWithSales GB 2.0 19.01 GBP
70 "Kirby's Adventure Nintendo NES Cart And Booklet " "London,United Kingdom" EBAY-GB 2016-02-23T19:00:21.000Z 2016-02-23T19:00:38.000Z Games Auction 4000 EndedWithSales GB 2.5 17.0 GBP
71 "Kirbys Adventure (NES)" "Wellington,United Kingdom" EBAY-GB 2015-09-15T19:37:23.000Z 2016-02-21T14:28:15.000Z Games FixedPrice 4000 EndedWithSales AU 0.0 39.99 GBP
72 "1"" Pinback Buttons - Kirby's Adventure Set NES NINTENDO SEGA GENESIS SNES RETRO" USA EBAY-US 2015-12-02T04:45:38.000Z 2016-02-18T16:07:33.000Z "Other Collectible Pinbacks" StoreInventory 1000 EndedWithSales US 7.87 2.79 GBP
73 "NINTENDO NES SUPER GAMES 150 IN 1 MULTI CART MEGAMAN TURTLES MARIO CONTRA KIRBY" "Teddington,United Kingdom" EBAY-GB 2016-02-07T18:54:37.000Z 2016-02-15T10:47:22.000Z Consoles FixedPrice 1000 EndedWithSales US 0.0 34.99 GBP
74 "Kirby's Adventure NES - RARE cart only FREE SHIPPING" "Bournemouth,United Kingdom" EBAY-GB 2016-02-09T20:11:46.000Z 2016-02-14T20:11:46.000Z Games Auction 4000 EndedWithSales GB 0.0 23.0 GBP
75 "Kirby's Adventure - Rare NINTENDO NES (PAL A) GAME + Sleeve! Free Postage!" "Newcastle upon Tyne,United Kingdom" EBAY-GB 2016-02-07T19:29:06.000Z 2016-02-14T19:29:06.000Z Games Auction 2750 EndedWithSales US 0.0 24.0 GBP
76 "Kirby's Adventure (Nintendo NES) - Cartridge Only" "Blackburn,United Kingdom" EBAY-GB 2016-02-07T14:58:31.000Z 2016-02-14T14:58:31.000Z Games Auction 5000 EndedWithSales GB 1.99 19.02 GBP
77 "Kirby's Adventure - Nintendo NES - Cartridge Game - PAL UK" "Andover,United Kingdom" EBAY-GB 2016-02-05T22:04:12.000Z 2016-02-12T22:04:12.000Z Games Auction 4000 EndedWithSales Worldwide 1.5 20.0 GBP
78 "Kirbys Adventure Nes" "Leicester,United Kingdom" EBAY-GB 2016-02-03T23:24:39.000Z 2016-02-12T08:09:21.000Z Games FixedPrice 4000 EndedWithSales GB 1.26 15.0 GBP
79 "Kirby's Adventure NES" "Bewdley,United Kingdom" EBAY-GB 2016-02-02T10:39:41.000Z 2016-02-09T10:39:41.000Z Games Auction 5000 EndedWithSales GB 1.26 33.33 GBP
80 "NINTENDO NES SUPER GAMES 150 IN 1 MULTI CART MEGAMAN TURTLES MARIO CONTRA KIRBY" "Teddington,United Kingdom" EBAY-GB 2016-01-26T15:51:00.000Z 2016-02-07T04:34:26.000Z Consoles FixedPrice 1000 EndedWithSales US 0.0 39.99 GBP
81 "Kirbys Adventure Nes " "Peterhead,United Kingdom" EBAY-GB 2016-02-02T08:21:44.000Z 2016-02-02T09:16:27.000Z Games FixedPrice 4000 EndedWithSales GB 2.0 15.0 GBP
82 "NINTENDO NES SUPER GAMES 150 in 1 GAME MULTI CART SUPER MARIO DONKEY KONG KIRBY" "Boston,United Kingdom" EBAY-GB 2016-01-22T20:22:16.000Z 2016-02-01T20:22:16.000Z Games Auction 1000 EndedWithSales GB 2.9 32.0 GBP
83 "Kirby's Adventure (Nintendo Entertainment System NES) PAL Boxed w/ instructions" "Basingstoke,United Kingdom" EBAY-GB 2016-01-24T21:55:19.000Z 2016-01-31T21:55:19.000Z Games Auction 6000 EndedWithSales GB 3.3 28.55 GBP
84 "Kirby's Adventure - Boxed & Complete Pal A  Nintendo NES game " "Eyemouth,United Kingdom" EBAY-GB 2016-01-24T20:14:19.000Z 2016-01-31T20:14:19.000Z Games Auction 4000 EndedWithSales Worldwide 3.0 44.55 GBP
85 "Kirby's Adventure (Nintendo NES) - Cartridge Only" "Wellingborough,United Kingdom" EBAY-GB 2016-01-30T17:52:30.000Z 2016-01-31T20:02:40.000Z Games FixedPrice 5000 EndedWithSales GB 0.0 17.99 GBP
86 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-01-22T08:30:50.000Z 2016-01-27T08:30:50.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 19.43 GBP
87 "NINTENDO NES SUPER GAMES 150 IN 1 MULTI CART MEGAMAN TURTLES MARIO CONTRA KIRBY" "Teddington,United Kingdom" EBAY-GB 2016-01-20T19:28:35.000Z 2016-01-26T15:45:35.000Z Consoles FixedPrice 1000 EndedWithSales US 0.0 39.99 GBP
88 "Hoshi no Kirby Famicom/NES JP GAME." Japan EBAY-US 2016-01-21T05:57:43.000Z 2016-01-26T05:57:43.000Z "Video Gaming Merchandise" Auction 3000 EndedWithSales Worldwide 9.76 7.32 GBP
89 "Kirby's Adventure- NES Game -Very Rare-Cleaned-Tested." "Buckie,United Kingdom" EBAY-GB 2016-01-02T20:48:04.000Z 2016-01-23T21:07:42.000Z Games StoreInventory 4000 EndedWithSales GB 2.9 29.0 GBP
0 "Kirby KIRBY'S adventure NES Pal B Fra loose solo cartuccia " "Francavilla Fontana,Italia" EBAY-IT 2016-04-10T19:29:19.000Z 2016-04-20T19:29:19.000Z Giochi Auction 5000 EndedWithoutSales Worldwide 7.5 16.9 EUR
1 "Blister Kirby's adventure nintendo NES" Francia EBAY-FR 2016-04-10T18:46:02.000Z 2016-04-20T18:46:02.000Z Jeux FixedPrice 5000 EndedWithoutSales Americas 15.0 300.0 EUR
2 "Kirby's adventure nintendo NES" Francia EBAY-FR 2016-04-10T18:26:28.000Z 2016-04-20T18:26:28.000Z Jeux FixedPrice 5000 EndedWithoutSales Americas 10.0 44.0 EUR
3 "Kirby's Fun Pack Superstar Nintendo SNES fondo di magazzino new old stock NES 64" Capoterra,Italia EBAY-IT 2016-04-10T13:39:58.000Z 2016-04-20T13:39:58.000Z Giochi FixedPrice 1000 EndedWithoutSales Worldwide 9.9 149.9 EUR
4 "Nintendo Nes 8 bit PAL A ITA KIRBY'S ADVENTURE Manuale Istruzioni Notice Manual" Alberi,Italia EBAY-IT 2016-04-18T12:29:39.000Z 2016-04-19T07:22:30.000Z Giochi Auction 5000 EndedWithSales AU 6.9 35.0 EUR
5 "Nintendo ES - NES Spiel KIRBY`S ADVENTURE + ORIGINAL SCHUBER – HÜLLE" Germania EBAY-DE 2016-02-02T16:53:46.000Z 2016-04-17T20:15:38.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithoutSales Worldwide 6.95 25.95 EUR
6 "* KIRBY'S ADVENTURE * - NINTENDO NES GAME - PAL A VERSION - RARE" "Regno Unito" EBAY-GB 2016-04-07T18:59:41.000Z 2016-04-17T18:59:41.000Z Games FixedPrice 6000 EndedWithoutSales Worldwide 5.08 38.04 EUR
7 "Nintendo KIRBY Fun Cute RARE 1"" Promo METAL PIN BADGE Pins NES Gamescom NDS DS" "Regno Unito" EBAY-GB 2016-03-18T17:20:34.000Z 2016-04-17T17:20:34.000Z "Gaming Merchandise" StoreInventory 1000 EndedWithoutSales Worldwide 3.81 10.16 EUR
8 "RARITÀ Nintendo lotto cartuccie giochi NES RARITÀ !Kirby _Duck tales_Mario" "San Maurizio Canavese,Italia" EBAY-IT 2016-04-07T22:40:26.000Z 2016-04-17T10:40:20.000Z Giochi FixedPrice 4000 EndedWithoutSales IT 10.0 135.0 EUR
9 "SUPER NINTENDO KIRBY'S DREAM COURSE - PAL Nes SNES SuperNintendo Kirby italiano " Cecchignola,Italia EBAY-IT 2016-04-10T09:43:48.000Z 2016-04-15T09:43:48.000Z Giochi Auction 4000 EndedWithoutSales IT 7.0 8.99 EUR
10 "NES - Kirby's Adventure für Nintendo NES" Germania EBAY-DE 2015-08-05T13:30:00.000Z 2016-04-14T15:50:59.000Z "PC- & Videospiele" FixedPrice 5000 EndedWithoutSales Worldwide 6.5 24.95 EUR
11 "GAMEBOY ADVANCE POKEMON FIRERED SUPER MARIO 2 3 4 NINTENDO NES MEGAMAN KIRBY" Afragola,Italia EBAY-IT 2016-04-10T09:03:16.000Z 2016-04-12T20:18:44.000Z Giochi FixedPrice 2750 EndedWithSales Europe 4.0 25.0 EUR
12 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-04-10T21:59:40.000Z 2016-04-12T14:21:11.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales Worldwide 16.95 37.85 EUR
13 "Jeu nintendo nes Kirby's adventure en boite complet" Francia EBAY-FR 2016-04-02T09:04:31.000Z 2016-04-12T09:04:31.000Z Jeux FixedPrice 4000 EndedWithoutSales Worldwide 12.0 70.0 EUR
14 "KIRBY: triple deluxe soundtrack SOUNDTRACK CD club nintendo NUOVO nes" "Cantoniera di Sestu,Italia" EBAY-IT 2016-04-02T00:44:15.000Z 2016-04-12T00:44:15.000Z Giochi FixedPrice 1000 EndedWithoutSales Worldwide 7.0 29.99 EUR
15 "Nintendo ES - NES Spiel KIRBY`S ADVENTURE" Germania EBAY-DE 2016-02-02T16:53:02.000Z 2016-04-11T07:21:00.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithoutSales Worldwide 6.95 23.95 EUR
16 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-04-07T21:41:49.000Z 2016-04-10T21:41:49.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 16.95 37.85 EUR
17 "KIRBY´s ADVENTURE - NTSC / US - Nintendo Entertainment System - NES - " Germania EBAY-DE 2016-04-07T19:44:50.000Z 2016-04-10T19:44:50.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Worldwide 9.9 9.38 EUR
18 "Kirby KIRBY'S adventure NES Pal B Fra loose solo cartuccia " "Francavilla Fontana,Italia" EBAY-IT 2016-03-31T19:28:41.000Z 2016-04-10T19:28:41.000Z Giochi Auction 5000 EndedWithoutSales Worldwide 7.5 16.9 EUR
19 "Kirby's Fun Pack Superstar Nintendo SNES fondo di magazzino new old stock NES 64" Capoterra,Italia EBAY-IT 2016-03-31T13:38:08.000Z 2016-04-10T13:38:08.000Z Giochi FixedPrice 1000 EndedWithoutSales Worldwide 9.9 149.9 EUR
20 "KIRBY BOWL BALL - SUPER FAMICOM NES IMPORT JAPAN" Francia EBAY-FR 2016-03-10T21:38:35.000Z 2016-04-09T21:38:35.000Z Jeux StoreInventory 5000 EndedWithoutSales AU 8.95 19.99 EUR
21 "SUPER NINTENDO KIRBY'S DREAM COURSE - PAL Nes SNES SuperNintendo Kirby italiano " Cecchignola,Italia EBAY-IT 2016-04-04T20:30:00.000Z 2016-04-09T20:30:00.000Z Giochi Auction 4000 EndedWithoutSales IT 7.99 8.99 EUR
22 "GAMEBOY ADVANCE POKEMON FIRERED SUPER MARIO 2 3 4 NINTENDO NES MEGAMAN KIRBY" Afragola,Italia EBAY-IT 2016-03-29T01:13:06.000Z 2016-04-08T01:13:06.000Z Giochi FixedPrice 2750 EndedWithoutSales Europe 4.0 25.0 EUR
23 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-04-04T20:57:26.000Z 2016-04-07T20:57:26.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 16.95 37.85 EUR
24 "Kirby's adventure nintendo NES" Francia EBAY-FR 2016-03-28T20:49:24.000Z 2016-04-07T20:49:24.000Z Jeux FixedPrice 5000 EndedWithoutSales Americas 10.0 44.0 EUR
25 "Nintendo NES // Kirby's Adventure + OVP + Anleitung // dt. PAL B " Germania EBAY-DE 2016-03-24T00:36:58.000Z 2016-04-07T07:19:55.000Z "PC- & Videospiele" FixedPrice 5000 EndedWithSales Worldwide 5.99 37.99 EUR
